Country Name,Country Code,Indicator Name_population,Indicator Code_population,1960_population,1961_population,1962_population,1963_population,1964_population,1965_population,1966_population,1967_population,1968_population,1969_population,1970_population,1971_population,1972_population,1973_population,1974_population,1975_population,1976_population,1977_population,1978_population,1979_population,1980_population,1981_population,1982_population,1983_population,1984_population,1985_population,1986_population,1987_population,1988_population,1989_population,1990_population,1991_population,1992_population,1993_population,1994_population,1995_population,1996_population,1997_population,1998_population,1999_population,2000_population,2001_population,2002_population,2003_population,2004_population,2005_population,2006_population,2007_population,2008_population,2009_population,2010_population,2011_population,2012_population,2013_population,2014_population,2015_population,2016_population,2017_population,2018_population,2019_population,2020_population,2021_population,2022_population,Region_population,IncomeGroup_population,SpecialNotes_population,TableName_population,Unnamed: 5_population,Indicator Name_gdp,Indicator Code_gdp,1960_gdp,1961_gdp,1962_gdp,1963_gdp,1964_gdp,1965_gdp,1966_gdp,1967_gdp,1968_gdp,1969_gdp,1970_gdp,1971_gdp,1972_gdp,1973_gdp,1974_gdp,1975_gdp,1976_gdp,1977_gdp,1978_gdp,1979_gdp,1980_gdp,1981_gdp,1982_gdp,1983_gdp,1984_gdp,1985_gdp,1986_gdp,1987_gdp,1988_gdp,1989_gdp,1990_gdp,1991_gdp,1992_gdp,1993_gdp,1994_gdp,1995_gdp,1996_gdp,1997_gdp,1998_gdp,1999_gdp,2000_gdp,2001_gdp,2002_gdp,2003_gdp,2004_gdp,2005_gdp,2006_gdp,2007_gdp,2008_gdp,2009_gdp,2010_gdp,2011_gdp,2012_gdp,2013_gdp,2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,2019_gdp,2020_gdp,2021_gdp,2022_gdp,Region_gdp,IncomeGroup_gdp,SpecialNotes_gdp,TableName_gdp,Unnamed: 5_gdp,Average_GDP_Per_Capita,Estimated_GDP
Small states,SST,"Population, total",SP.POP.TOTL,14195394.0,14466792.0,14762850.0,15063701.0,15357679.0,15638952.0,15916917.0,16202562.0,16499992.0,16797144.0,17101673.0,17422937.0,17755900.0,18101072.0,18462143.0,18849654.0,19257182.0,19681071.0,20106738.0,20524352.0,20943051.0,21364236.0,21796965.0,22242599.0,22694297.0,23163146.0,23641226.0,24116273.0,24594588.0,25113605.0,25640496.0,26140490.0,26545612.0,26935348.0,27353950.0,27759071.0,28194606.0,28645950.0,29106853.0,29583318.0,30055791.0,30514882.0,30971830.0,31425957.0,31893127.0,32425757.0,33079043.0,33808469.0,34550707.0,35254103.0,35871823.0,36444557.0,37059328.0,37740469.0,38493630.0,39276796.0,40032809.0,40727936.0,41379093.0,41965375.0,42392777.0,42792053.0,,,,Small states (members of the Small States Forum) aggregate.,Small states,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,7870923486.0,8855162702.0,10432932909.0,13001951580.0,20197193804.0,22992148862.0,26245602457.0,29804235445.0,32044193628.0,39766714826.0,52920809051.0,54682380537.0,54421699624.0,52649730944.0,52167499323.0,50246899179.0,49316312245.0,56334041173.0,62036647086.0,64542763647.0,74883317728.0,76482118296.0,81382869877.0,80294050495.0,84486500101.0,95800617912.0,101876000000.0,109115000000.0,109000000000.0,116902000000.0,129623000000.0,130167000000.0,139211000000.0,166302000000.0,200085000000.0,238335000000.0,277323000000.0,332281000000.0,400297000000.0,342906000000.0,393967000000.0,474622000000.0,495847000000.0,515643000000.0,532632000000.0,455047000000.0,446925000000.0,482790000000.0,529991000000.0,521528000000.0,453728000000.0,538706000000.0,,,,Small states (members of the Small States Forum) aggregate.,Small states,,12427.578688382982,453728000000.0
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,68038.0,68705.0,69520.0,70272.0,70992.0,71730.0,72567.0,73564.0,74739.0,76059.0,77583.0,79226.0,80835.0,82472.0,84189.0,86037.0,88078.0,90299.0,92659.0,95017.0,97210.0,99170.0,100931.0,102650.0,104497.0,106607.0,108966.0,111610.0,114513.0,117445.0,120343.0,123084.0,125648.0,128182.0,130666.0,133077.0,135412.0,137656.0,139790.0,141808.0,143714.0,146258.0,149841.0,153762.0,157697.0,161680.0,165725.0,169845.0,174004.0,178128.0,182138.0,186044.0,189924.0,193757.0,197497.0,201124.0,204632.0,208036.0,211344.0,214599.0,218641.0,223107.0,,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75951210.69,85171308.17,102085583.5,114582561.6,136450274.7,142775597.3,149146423.1,188021190.6,187820464.6,196652514.3,231489270.1,250680845.7,300554483.6,346528329.2,316066072.3,345495615.0,375614126.2,412253809.7,427425039.7,472551022.5,526653790.7,,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe,,1991.7382639248085,472551022.5
Suriname,SUR,"Population, total",SP.POP.TOTL,268396.0,277969.0,288291.0,299332.0,310288.0,321069.0,332142.0,343620.0,355468.0,367618.0,379918.0,392026.0,397529.0,396331.0,394519.0,392137.0,389231.0,385810.0,381885.0,377362.0,375112.0,375859.0,377288.0,379409.0,382617.0,387171.0,392372.0,396867.0,402139.0,408360.0,412756.0,415981.0,419521.0,422375.0,426548.0,434490.0,443834.0,452887.0,461749.0,470458.0,478998.0,487394.0,495666.0,503780.0,510572.0,516220.0,522023.0,527946.0,533938.0,539987.0,546080.0,552146.0,558111.0,563947.0,569682.0,575475.0,581453.0,587559.0,593715.0,600301.0,607065.0,612985.0,,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Suriname,,GDP (current US$),NY.GDP.MKTP.CD,99650000.0,107700000.0,116150000.0,125950000.0,134400000.0,154150000.0,190350000.0,220700000.0,241350000.0,259650000.0,274900000.0,301000000.0,311950000.0,339450000.0,409850000.0,465500000.0,505500000.0,641500000.0,735500000.0,782500000.0,795000000.0,889000000.0,915000000.0,883500000.0,864000000.0,873000000.0,891000000.0,980000000.0,1161000000.0,542600000.0,388400000.0,448100000.0,404600000.0,428764705.9,605492537.3,691590497.7,861411471.3,926422500.0,1110850000.0,886290697.7,947671969.7,834279357.8,1093574468.0,1274190311.0,1484092538.0,1793388732.0,2626380435.0,2936612022.0,3532969035.0,3875409836.0,4368398048.0,4422276622.0,4980000000.0,5145757576.0,5240606061.0,5126188135.0,3317437626.0,3591660724.0,3996204757.0,4016040575.0,2911807496.0,2984706244.0,,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Suriname,,6690.044785865757,2911807496.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,4068095.0,4191667.0,4238188.0,4282017.0,4327341.0,4370983.0,4411666.0,4449367.0,4483915.0,4518607.0,4538223.0,4557449.0,4596622.0,4641445.0,4689623.0,4739105.0,4789507.0,4840501.0,4890125.0,4938973.0,4979815.0,5016105.0,5055099.0,5091971.0,5127097.0,5161768.0,5193838.0,5222840.0,5250596.0,5275942.0,5299187.0,5303294.0,5305016.0,5325305.0,5346331.0,5361999.0,5373361.0,5383291.0,5390516.0,5396020.0,5388720.0,5378867.0,5376912.0,5373374.0,5372280.0,5372807.0,5373054.0,5374622.0,5379233.0,5386406.0,5391428.0,5398384.0,5407579.0,5413393.0,5418649.0,5423801.0,5430798.0,5439232.0,5446771.0,5454147.0,5458827.0,5447247.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovak Republic,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650.0,14272201755.0,15495514297.0,16520676974.0,20162936291.0,25840146405.0,27925036755.0,27706028096.0,29856000671.0,30463670124.0,29242558797.0,30778781607.0,35297794386.0,46919965224.0,57437444469.0,62808723477.0,70767338922.0,86563986799.0,100880000000.0,89399303222.0,91162836320.0,99922685425.0,94623731086.0,98935222175.0,101437000000.0,88900883131.0,89952699525.0,95649966261.0,106138000000.0,105720000000.0,106697000000.0,116527000000.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovak Republic,,19383.41595853577,106697000000.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1584720.0,1594131.0,1603649.0,1616971.0,1632114.0,1649160.0,1669905.0,1689528.0,1704546.0,1713874.0,1724891.0,1738335.0,1752233.0,1766697.0,1776132.0,1793581.0,1820249.0,1842377.0,1862548.0,1882599.0,1901315.0,1906531.0,1910334.0,1922321.0,1932154.0,1941641.0,1965964.0,1989776.0,1995196.0,1996351.0,1998161.0,1999429.0,1996498.0,1991746.0,1989443.0,1989872.0,1988628.0,1985956.0,1981629.0,1983045.0,1988925.0,1992060.0,1994530.0,1995733.0,1997012.0,2000474.0,2006868.0,2018122.0,2021316.0,2039669.0,2048583.0,2052843.0,2057159.0,2059953.0,2061980.0,2063531.0,2065042.0,2066388.0,2073894.0,2088385.0,2102419.0,2108079.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovenia,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21352224019.0,21507232649.0,20763101741.0,22146231968.0,22711384311.0,20289627637.0,20876309970.0,23489890274.0,29634713641.0,34414784504.0,36206395971.0,39481045038.0,48067401207.0,55779427740.0,50567734886.0,48208240226.0,51583869785.0,46577793184.0,48415657265.0,49997186439.0,43107506024.0,44766722791.0,48589100043.0,54177882426.0,54331588482.0,53706800044.0,61748586535.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovenia,,26016.0786837676,53706800044.0
Sweden,SWE,"Population, total",SP.POP.TOTL,7484656.0,7519998.0,7561588.0,7604328.0,7661354.0,7733853.0,7807797.0,7867931.0,7912273.0,7968072.0,8042801.0,8098334.0,8122300.0,8136312.0,8159955.0,8192437.0,8222286.0,8251540.0,8275599.0,8293678.0,8310531.0,8320503.0,8325263.0,8329033.0,8336605.0,8350386.0,8369829.0,8397804.0,8436489.0,8492964.0,8558835.0,8617375.0,8668067.0,8718561.0,8780745.0,8826939.0,8840998.0,8846062.0,8850974.0,8857874.0,8872109.0,8895960.0,8924958.0,8958229.0,8993531.0,9029572.0,9080505.0,9148092.0,9219637.0,9298515.0,9378126.0,9449213.0,9519374.0,9600379.0,9696110.0,9799186.0,9923085.0,10057698.0,10175214.0,10278887.0,10353442.0,10415811.0,,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Sweden,,GDP (current US$),NY.GDP.MKTP.CD,15822585034.0,17212686615.0,18667251380.0,20204870630.0,22532416750.0,24795499686.0,26971486546.0,29275995675.0,31066819929.0,33738102482.0,38092452061.0,41566412923.0,48954145809.0,59404966684.0,66013338965.0,82885397621.0,89362071673.0,94468740851.0,104442000000.0,123386000000.0,142092000000.0,129687000000.0,114381000000.0,105014000000.0,109201000000.0,114124000000.0,150498000000.0,183010000000.0,206987000000.0,217948000000.0,261846000000.0,274229000000.0,284321000000.0,212953000000.0,229034000000.0,267306000000.0,291744000000.0,268146000000.0,270809000000.0,274072000000.0,262835000000.0,242396000000.0,266849000000.0,334337000000.0,385118000000.0,392218000000.0,423093000000.0,491253000000.0,517706000000.0,436537000000.0,495813000000.0,574094000000.0,552484000000.0,586842000000.0,581964000000.0,505104000000.0,515655000000.0,541019000000.0,555455000000.0,533880000000.0,547054000000.0,635664000000.0,,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Sweden,,51939.47554827677,547054000000.0
Eswatini,SWZ,"Population, total",SP.POP.TOTL,345065.0,352971.0,361070.0,369527.0,378531.0,388317.0,398861.0,409638.0,420373.0,431366.0,442865.0,454913.0,467512.0,480668.0,494624.0,509535.0,525457.0,542328.0,560236.0,579091.0,598564.0,616210.0,634439.0,655505.0,677303.0,702400.0,730150.0,758669.0,794434.0,825952.0,854011.0,889712.0,925165.0,953451.0,953737.0,953573.0,973587.0,990734.0,1005158.0,1018370.0,1030496.0,1041396.0,1050809.0,1058797.0,1065764.0,1071886.0,1077735.0,1084008.0,1089870.0,1094886.0,1099920.0,1105371.0,1111444.0,1118319.0,1125865.0,1133936.0,1142524.0,1151390.0,1160428.0,1169613.0,1180655.0,1192271.0,,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,Eswatini,,GDP (current US$),NY.GDP.MKTP.CD,35076158.48,43025199.5,45927061.46,54128377.43,64979280.41,70278594.43,76858462.83,74758504.83,79798404.03,105417891.6,112137757.2,136465324.4,146741251.5,221902017.3,264311994.1,288302907.4,272539098.4,304047838.1,340616375.3,412093133.8,542000513.6,570761166.8,537575980.8,555336145.8,494475699.9,360075380.3,449146608.3,584135559.9,692016714.3,696915430.7,1114703088.0,1156141998.0,1284766234.0,1357206996.0,1419293455.0,1698982438.0,1602760100.0,1716699913.0,1576904292.0,1547884442.0,1738100853.0,1542477309.0,1432228125.0,2197612701.0,2770082792.0,3178126492.0,3291353836.0,3469363996.0,3294093485.0,3580417067.0,4438778424.0,4820499924.0,4886533033.0,4597532030.0,4422968340.0,4063245671.0,3816022047.0,4402969226.0,4665237415.0,4495264161.0,3982226055.0,4743335153.0,,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,Eswatini,,3843.3773914961616,3982226055.0
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,2646.0,2888.0,3171.0,3481.0,3811.0,4161.0,4531.0,4930.0,5354.0,5795.0,6260.0,6736.0,7226.0,7750.0,8312.0,8906.0,9523.0,10172.0,10850.0,11542.0,12243.0,13134.0,14418.0,15927.0,17474.0,19064.0,20703.0,22395.0,24139.0,25952.0,27845.0,29820.0,31345.0,31823.0,31735.0,31596.0,31410.0,31195.0,31240.0,31084.0,30519.0,30600.0,30777.0,31472.0,32488.0,33011.0,33441.0,33811.0,33964.0,34238.0,34056.0,33435.0,34640.0,36607.0,37685.0,38825.0,39969.0,40574.0,40895.0,41608.0,42310.0,42846.0,,Latin America & Caribbean,High income,,Sint Maarten (Dutch part),,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936089385.5,985865921.8,1022905028.0,1245251397.0,1253072626.0,1263687151.0,1191620112.0,1185474860.0,,,,,Latin America & Caribbean,High income,,Sint Maarten (Dutch part),,,
Seychelles,SYC,"Population, total",SP.POP.TOTL,41700.0,42889.0,44042.0,45176.0,46322.0,47500.0,48699.0,49911.0,51134.0,52365.0,53600.0,54695.0,56029.0,56892.0,57937.0,59292.0,60504.0,61786.0,62150.0,62686.0,63261.0,64035.0,64413.0,64335.0,64717.0,65244.0,65652.0,68499.0,68755.0,69167.0,69507.0,70439.0,70763.0,72253.0,74205.0,75304.0,76417.0,77319.0,78846.0,80410.0,81131.0,81202.0,83723.0,82781.0,82475.0,82858.0,84600.0,85033.0,86956.0,87298.0,89770.0,87441.0,88303.0,89949.0,91359.0,93419.0,94677.0,95843.0,96762.0,97625.0,98462.0,99258.0,,Sub-Saharan Africa,High income,,Seychelles,,GDP (current US$),NY.GDP.MKTP.CD,12012012.01,11592011.59,12642026.57,13923029.26,15393032.35,15603032.8,16443034.56,16632032.81,16074027.35,16452027.99,18432031.36,21965951.72,30645121.01,36896278.22,43134498.69,47803145.96,49278979.55,64526398.66,85552369.91,127261099.2,147357222.8,154902869.0,147912069.8,146712850.5,151313242.0,168887539.1,207850623.6,249267039.8,283828769.0,304832867.4,368584758.9,374359556.1,433667193.8,473916819.5,486451204.6,508221508.2,503068472.2,562958836.5,608369282.2,622985493.7,614879764.8,622262057.2,697518248.2,705704816.0,839319927.3,919103254.5,1016418229.0,1033561654.0,967199594.0,847397850.1,969936525.3,1065826670.0,1059498884.0,1328091522.0,1387581392.0,1416001322.0,1490228319.0,1573433081.0,1636312010.0,1684373490.0,1261198524.0,1454458184.0,,Sub-Saharan Africa,High income,,Seychelles,,17253.50565941101,1261198524.0
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,4610712.0,4751534.0,4894995.0,5045245.0,5202846.0,5368451.0,5542003.0,5723306.0,5912715.0,6111364.0,6319199.0,6538526.0,6768544.0,7003114.0,7244901.0,7497126.0,7758673.0,8029313.0,8310217.0,8600747.0,8898954.0,9203635.0,9510754.0,9835461.0,10183138.0,10540926.0,10907619.0,11281107.0,11657772.0,12034097.0,12408996.0,12782281.0,13156406.0,13537060.0,13922626.0,14313450.0,14708879.0,15103996.0,15500542.0,15901201.0,16307654.0,16727948.0,17164021.0,17611356.0,18084007.0,18583557.0,19432009.0,20703005.0,21474059.0,21827220.0,22337563.0,22730733.0,22605577.0,21495821.0,20072232.0,19205178.0,18964252.0,18983373.0,19333463.0,20098251.0,20772595.0,21324367.0,,Middle East & North Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Syrian Arab Republic,,GDP (current US$),NY.GDP.MKTP.CD,857704413.4,945244972.1,1110565881.0,1200447408.0,1339494267.0,1329842435.0,1321204503.0,1443717801.0,1562303429.0,1796596911.0,1780104712.0,2097643979.0,2415706806.0,2579219251.0,4244670160.0,5566756757.0,6417632803.0,6882292994.0,8251974522.0,9929681529.0,13062420382.0,16758471338.0,17525605096.0,18672866242.0,19195414013.0,21203821656.0,25460636943.0,32538089172.0,16574342984.0,18609532294.0,23904498886.0,27756258352.0,33107349666.0,36860133630.0,45086948775.0,50866369710.0,61546280624.0,66420400891.0,70418173719.0,72970334076.0,80590022272.0,86771314031.0,90558485523.0,95693808463.0,112863000000.0,134204000000.0,153800000000.0,180030000000.0,218090000000.0,224562000000.0,252518000000.0,67539427671.0,43190317725.0,21361254648.0,21502061462.0,16468399180.0,12598742887.0,16369724433.0,21351730539.0,22443299775.0,11079795397.0,,,Middle East & North Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Syrian Arab Republic,,1116.6792461194757,11079795397.0
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,5604.0,5625.0,5633.0,5634.0,5642.0,5650.0,5652.0,5662.0,5668.0,5663.0,5665.0,5742.0,5896.0,6068.0,6249.0,6451.0,6668.0,6885.0,7110.0,7332.0,7598.0,7957.0,8355.0,8758.0,9166.0,9577.0,9986.0,10400.0,10816.0,11227.0,11709.0,12329.0,13014.0,13704.0,14402.0,15101.0,15806.0,16515.0,17239.0,17984.0,18744.0,19578.0,20598.0,21739.0,22869.0,23995.0,25128.0,26268.0,27422.0,28581.0,29726.0,30816.0,32081.0,33594.0,34985.0,36538.0,38246.0,39844.0,41487.0,43080.0,44276.0,45114.0,,Latin America & Caribbean,High income,,Turks and Caicos Islands,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800.0,366707900.0,409753600.0,485598800.0,578645800.0,721891500.0,773489700.0,862683600.0,703175800.0,686787800.0,728789600.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1022365000.0,1113178000.0,1197415000.0,924583000.0,943269800.0,,Latin America & Caribbean,High income,,Turks and Caicos Islands,,27795.148560817084,924583000.0
Chad,TCD,"Population, total",SP.POP.TOTL,3028688.0,3087657.0,3148242.0,3210296.0,3273419.0,3336338.0,3398664.0,3461664.0,3526770.0,3595152.0,3667394.0,3742534.0,3824399.0,3912905.0,4000559.0,4084110.0,4163051.0,4238551.0,4313479.0,4402942.0,4408230.0,4409225.0,4622828.0,4859173.0,4920556.0,4967590.0,5118160.0,5300852.0,5483038.0,5670619.0,5827069.0,6042428.0,6302926.0,6448280.0,6592998.0,6888856.0,7200291.0,7450874.0,7709115.0,7981889.0,8259137.0,8538804.0,8838369.0,9196366.0,9613503.0,10005012.0,10365614.0,10722731.0,11098664.0,11496128.0,11894727.0,12317730.0,12754906.0,13216766.0,13697126.0,14140274.0,14592585.0,15085884.0,15604210.0,16126866.0,16644701.0,17179740.0,,Sub-Saharan Africa,Low income,,Chad,,GDP (current US$),NY.GDP.MKTP.CD,313582729.4,333975338.8,357635713.9,371767002.7,392247517.6,416926303.0,432794922.5,449826323.0,453980096.6,471635620.9,469266736.6,501866730.7,585427545.7,647199482.8,652532796.1,864602103.3,866044961.0,935360466.3,1113920123.0,1004316495.0,1033002402.0,876937559.7,834369860.4,832415806.0,919103735.3,1033069710.0,1067828247.0,1163426851.0,1482597299.0,1433686310.0,1738605558.0,1877138042.0,1881847677.0,1463251055.0,1179837955.0,1445919970.0,1607345450.0,1544689503.0,1744794457.0,1534673583.0,1388506727.0,1710843361.0,1997005787.0,2742815195.0,4422855929.0,6649307057.0,7428701809.0,8650138069.0,10393834721.0,9290728773.0,10668102735.0,12172309523.0,12367363678.0,12953535496.0,13940768066.0,10950392220.0,10097778354.0,10000395242.0,11239167048.0,11314951343.0,10715396135.0,11779980802.0,,Sub-Saharan Africa,Low income,,Chad,,701.6212166083602,10715396135.0
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,884811163.0,884080493.0,895683380.0,918644019.0,941205716.0,964393486.0,990895866.0,1016638561.0,1043384828.0,1071859681.0,1101191924.0,1131150405.0,1159394712.0,1186691481.0,1212479337.0,1235769316.0,1257283747.0,1277634904.0,1298297421.0,1319182209.0,1339615160.0,1360714010.0,1384060325.0,1407492473.0,1429843232.0,1452832120.0,1477285491.0,1503204089.0,1529464061.0,1555164786.0,1580447407.0,1604798136.0,1627823212.0,1650184274.0,1672325604.0,1693952154.0,1715256519.0,1736404220.0,1756774303.0,1775819557.0,1793649873.0,1810599718.0,1826844868.0,1842469495.0,1857622964.0,1872697597.0,1887496209.0,1901960228.0,1916309337.0,1930470829.0,1944510719.0,1959494275.0,1976386829.0,1993077336.0,2009149689.0,2024511016.0,2039794828.0,2055414680.0,2068898629.0,2080648616.0,2090523535.0,2097669023.0,,,,East Asia & Pacific (IDA & IBRD countries) aggregate.,East Asia & Pacific (IDA & IBRD),,GDP (current US$),NY.GDP.MKTP.CD,81224993497.0,71507024081.0,65298531278.0,70737722323.0,81640216211.0,95037880852.0,103921000000.0,100855000000.0,102126000000.0,114624000000.0,127296000000.0,136859000000.0,155213000000.0,195291000000.0,220922000000.0,248292000000.0,252313000000.0,291214000000.0,282399000000.0,327143000000.0,377562000000.0,403047000000.0,423156000000.0,443283000000.0,480301000000.0,525668000000.0,524371000000.0,518291000000.0,574764000000.0,621597000000.0,666366000000.0,722757000000.0,810052000000.0,889186000000.0,1069990000000.0,1320150000000.0,1516190000000.0,1569690000000.0,1429640000000.0,1573330000000.0,1732070000000.0,1844710000000.0,2041290000000.0,2308420000000.0,2678570000000.0,3102610000000.0,3735660000000.0,4721480000000.0,5970930000000.0,6475890000000.0,7879080000000.0,9632930000000.0,10745100000000.0,11855700000000.0,12782200000000.0,13310300000000.0,13594800000000.0,14858100000000.0,16619000000000.0,17185700000000.0,17464400000000.0,20725200000000.0,,,,East Asia & Pacific (IDA & IBRD countries) aggregate.,East Asia & Pacific (IDA & IBRD),,8259.780083885149,17464400000000.0
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,307910628.0,312638061.0,317365322.0,322144898.0,326946310.0,331523017.0,335436332.0,339584994.0,343653318.0,347522680.0,351105688.0,354649640.0,358396487.0,362136260.0,365914675.0,369729137.0,373723357.0,377714601.0,381611709.0,385436316.0,389318684.0,393224644.0,397098723.0,401073356.0,405312901.0,409518788.0,413700116.0,417903040.0,421958403.0,425325513.0,427949024.0,430328718.0,432000567.0,433339079.0,434279162.0,434804610.0,435461598.0,436014905.0,436294062.0,436191659.0,435816101.0,435418872.0,435070718.0,435154320.0,435471706.0,435872410.0,436426410.0,437109725.0,438254595.0,439878377.0,441717333.0,443770308.0,445864843.0,448331271.0,451001474.0,453701064.0,456167799.0,458170561.0,459613334.0,460994696.0,462023771.0,462341222.0,,,,Europe & Central Asia (IDA & IBRD countries) aggregate.,Europe & Central Asia (IDA & IBRD),,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988662000000.0,959843000000.0,1020040000000.0,1006640000000.0,939162000000.0,928135000000.0,834711000000.0,924032000000.0,950488000000.0,980305000000.0,947699000000.0,821523000000.0,894229000000.0,909735000000.0,1023030000000.0,1257960000000.0,1628190000000.0,2040090000000.0,2467640000000.0,3173750000000.0,3929280000000.0,3114960000000.0,3659460000000.0,4450410000000.0,4646440000000.0,4914820000000.0,4643050000000.0,3626630000000.0,3485440000000.0,3909310000000.0,4076950000000.0,4158040000000.0,3891720000000.0,4550390000000.0,,,,Europe & Central Asia (IDA & IBRD countries) aggregate.,Europe & Central Asia (IDA & IBRD),,9019.713320085575,3891720000000.0
